timestamp,packet_size,ip_payload_size,inter_arrival_ms,jitter_ms,is_burst,direction,interface_code,chunk_code,network_load,packet_rate_pps,throughput_kbps,latency_ms
2024-05-10 14:30:25.598048,112,72,0.0,0.0,1,0,0,1,0.3333333333333333,1000.0,896.0,0.0340938568115234
2024-05-10 14:30:25.598082,112,72,0.0340938568115234,0.0340938568115234,1,1,0,2,0.6666666666666666,2000.0,1792.0,0.0340938568115234
2024-05-10 14:30:31.741897,112,72,6143.815040588379,6143.780946731567,0,0,0,1,0.3333333333333333,1000.0,896.0,0.028848648071289
2024-05-10 14:30:31.741926,112,72,0.028848648071289,6143.786191940308,1,1,0,2,0.6666666666666666,2000.0,1792.0,0.028848648071289
2024-05-10 14:30:37.378038,112,72,5636.1119747161865,5636.083126068115,0,0,0,1,0.3333333333333333,1000.0,896.0,0.0309944152832031
2024-05-10 14:30:37.378069,112,72,0.0309944152832031,5636.080980300903,1,1,0,2,0.6666666666666666,2000.0,1792.0,0.0309944152832031
2024-05-10 14:30:39.071384,112,72,1693.315029144287,1693.284034729004,0,0,1,1,0.0005905467554102,1.7716402662308333,1.5873896785428268,0.0100135803222656
2024-05-10 14:30:39.071394,112,72,0.0100135803222656,1693.3050155639648,1,0,1,2,0.0007873910176535,2.362173052960598,2.116507055452696,0.0100135803222656
2024-05-10 14:30:39.583377,112,72,511.9829177856445,511.9729042053223,0,0,1,1,0.0007557417252999,2.2672251758999216,2.031433757606329,0.01
2024-05-10 14:30:39.583384,112,72,0.0071525573730468,511.9757652282715,1,0,1,2,0.0009068871290605,2.7206613871816017,2.437712602914716,0.01
2024-05-10 14:30:41.652954,336,296,2067.906141281128,2066.8721199035645,0,0,1,4,0.000701768146854,2.1053044405620027,2.3055422851310112,0.0255045736593682
2024-05-10 14:30:41.655879,336,296,2.9249191284179688,2064.98122215271,0,0,1,0,0.0007792092465109,2.3376277395329077,2.9323202364700798,0.0189246429485974
2024-05-10 14:30:41.698723,208,168,42.84405708312988,39.91913795471192,0,0,1,0,0.0008486308399863,2.545892519959009,3.288367356688873,0.0129004090154551
2024-05-10 14:30:41.699248,196,156,0.5249977111816406,42.31905937194824,1,1,0,4,0.0009256666222883,2.776999866865065,3.650829158305272,0.0509914324941891
2024-05-10 14:30:41.700226,128,88,0.3521442413330078,0.2737045288085937,1,0,1,0,0.0010797000307783,3.239100092334912,4.094222516711328,0.0250000955597768
